EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,Heure moyenne par jour sur l'annee,Nombre de jour travailles
220,50,0,3,Sales,2,2,0,1,Sales Executive,29600,1,14,3,32,2,32,10,7,1,3,3,06:20:49,244
221,25,0,2,Research & Development,2,3,0,1,Research Scientist,190940,1,16,0,7,3,7,0,6,2,3,2,06:26:39,227
222,24,1,3,Research & Development,2,3,0,2,Research Scientist,39190,1,21,0,6,3,6,1,2,1,3,3,10:12:12,246
223,30,1,3,Research & Development,9,3,0,2,Healthcare Representative,68250,1,14,0,1,2,1,0,0,2,4,3,06:08:23,233
224,34,0,2,Sales,6,2,0,4,Research Director,102480,1,12,1,6,4,6,1,3,2,3,3,07:52:58,231
225,31,1,2,Research & Development,9,1,1,1,Sales Representative,189470,2,12,2,9,2,3,1,2,2,1,2,06:07:12,239
226,35,0,2,Research & Development,2,3,1,5,Sales Executive,24960,4,17,3,9,3,3,0,2,1,3,3,07:15:24,239
227,31,0,2,Sales,1,3,1,2,Sales Executive,64650,4,17,0,13,3,7,5,7,1,4,3,05:39:28,234
228,27,0,2,Sales,22,4,0,1,Sales Representative,22060,0,14,1,6,4,5,0,3,1,2,3,07:13:23,239
229,37,0,2,Sales,9,4,1,2,Laboratory Technician,20860,4,14,0,17,3,3,1,0,4,2,3,08:16:13,243
230,20,0,2,Research & Development,17,4,1,1,Sales Representative,22930,1,13,2,1,3,1,0,0,4,4,1,06:34:26,242
231,42,0,2,Research & Development,28,4,1,2,Manufacturing Director,26450,1,15,0,10,5,10,2,2,3,3,3,06:44:41,235
232,43,0,2,Research & Development,10,5,1,2,Sales Executive,26830,4,11,0,21,3,1,0,0,2,2,3,08:09:11,245
233,38,0,2,Human Resources,2,4,0,1,Human Resources,20140,3,17,1,8,5,0,0,0,3,2,4,06:18:26,242
234,43,0,3,Sales,4,3,1,2,Healthcare Representative,34190,3,11,1,10,5,8,4,7,4,3,3,08:29:49,243
235,48,0,2,Research & Development,8,1,0,2,Laboratory Technician,53760,7,13,1,21,3,3,0,2,4,1,4,06:22:17,237
236,44,0,2,Sales,29,4,0,2,Sales Executive,19510,4,22,3,10,4,2,0,2,1,4,4,05:51:24,228
237,34,0,2,Research & Development,13,4,1,1,Laboratory Technician,23410,1,20,2,8,3,8,0,6,3,3,2,07:30:02,233
238,27,1,2,Sales,27,3,0,2,Research Scientist,22930,0,18,0,5,0,4,0,2,3,3,3,05:56:12,239
239,21,0,2,Sales,16,2,0,3,Sales Executive,87260,1,11,1,3,2,3,1,2,3,3,1,06:22:26,230
240,44,0,2,Research & Development,2,2,0,1,Laboratory Technician,40110,4,14,1,26,2,2,0,1,4,4,3,07:41:29,231
241,22,0,2,Research & Development,2,2,1,2,Laboratory Technician,195450,0,14,0,3,3,2,2,2,1,3,2,05:15:03,227
242,33,0,2,Sales,13,4,1,2,Manufacturing Director,45680,0,18,1,6,2,5,1,2,3,3,3,06:33:24,235
243,32,0,2,Research & Development,1,1,1,1,Healthcare Representative,30220,1,16,1,6,3,6,0,5,1,2,3,08:41:41,242
244,30,0,3,Research & Development,4,5,0,3,Manager,57720,1,17,0,1,3,1,0,0,3,3,3,06:38:16,237
245,53,0,2,Research & Development,24,3,1,3,Manager,22690,7,11,1,18,2,14,8,10,4,4,2,06:24:18,235
246,34,0,2,Research & Development,1,5,0,1,Research Scientist,53810,1,12,0,10,0,10,8,8,2,2,3,06:48:41,239
247,45,1,3,Research & Development,19,4,0,3,Research Director,34410,2,13,1,5,5,1,0,0,1,3,3,06:36:59,228
248,26,0,2,Research & Development,7,2,0,1,Manufacturing Director,54540,1,13,1,3,5,3,0,2,3,3,4,09:18:51,244
249,37,0,2,Research & Development,4,3,0,1,Manager,98840,1,14,0,10,3,10,7,8,3,3,2,05:40:02,238
250,29,0,2,Research & Development,2,3,1,1,Healthcare Representative,41570,1,17,3,6,2,6,1,2,2,2,3,06:06:22,234
251,35,0,2,Research & Development,10,5,1,4,Laboratory Technician,134580,1,11,0,17,3,17,11,8,2,3,3,06:02:38,237
252,33,0,3,Research & Development,8,3,0,2,Laboratory Technician,90690,3,25,1,15,3,13,4,7,3,1,3,06:58:04,242
253,54,0,2,Research & Development,5,2,1,2,Sales Executive,40140,2,19,1,16,4,9,7,1,3,4,2,05:35:53,228
254,36,0,2,Research & Development,8,3,0,2,Research Scientist,59150,2,13,1,13,3,3,0,2,2,3,2,09:43:08,237
255,27,0,2,Sales,9,3,0,5,Research Director,59930,0,14,1,5,3,4,1,1,1,3,1,06:10:17,230
256,20,1,2,Research & Development,1,3,0,5,Sales Representative,61620,1,12,3,1,2,1,1,1,4,3,2,07:52:07,238
257,33,1,3,Research & Development,15,4,1,1,Laboratory Technician,24060,1,11,0,10,3,10,9,7,1,3,3,09:48:17,246
258,35,0,1,Research & Development,2,1,0,1,Research Scientist,187400,1,19,1,1,2,1,0,0,3,3,4,05:57:27,231
259,23,0,2,Research & Development,2,3,0,1,Healthcare Representative,76370,2,11,1,5,3,3,0,2,1,4,3,06:21:23,234
260,25,0,2,Research & Development,11,3,0,2,Manufacturing Director,100960,0,11,1,4,3,3,1,2,4,3,3,07:05:32,241
261,38,0,2,Research & Development,16,3,0,5,Research Scientist,147560,0,20,1,8,3,7,0,5,4,3,2,06:18:14,242
262,29,0,3,Sales,2,4,0,4,Healthcare Representative,64990,1,18,3,10,3,10,2,8,2,3,2,06:50:55,229
263,48,0,2,Research & Development,16,3,0,1,Sales Executive,97240,3,13,0,12,2,2,2,2,2,3,4,06:15:19,230
264,27,0,3,Sales,4,3,0,5,Laboratory Technician,21940,1,12,0,6,5,6,0,4,4,3,3,07:58:01,234
265,37,0,2,Research & Development,16,3,0,3,Manager,33880,3,11,0,4,2,1,0,0,4,3,4,06:40:21,229
266,50,0,2,Sales,5,3,0,1,Laboratory Technician,54730,1,19,1,20,2,20,3,8,4,3,4,08:35:43,246
267,34,0,2,Research & Development,18,1,0,1,Healthcare Representative,27030,1,21,1,9,2,8,7,7,4,4,3,06:03:46,232
268,24,1,2,Research & Development,17,2,1,1,Healthcare Representative,25010,9,12,0,4,3,2,2,0,1,3,1,06:56:13,241
269,39,0,2,Research & Development,12,5,1,1,Sales Representative,62200,1,14,2,20,2,20,11,10,4,3,3,05:59:33,233
270,32,0,2,Research & Development,2,3,0,5,Research Scientist,30380,1,11,0,10,5,10,0,8,4,2,1,07:04:55,234
271,50,1,3,Research & Development,4,2,0,4,Sales Representative,44240,3,14,1,18,2,4,1,3,2,3,2,07:44:00,246
272,38,0,2,Research & Development,9,4,0,1,Sales Executive,43120,0,12,1,10,2,9,1,8,2,2,2,06:23:48,233
273,27,0,2,Research & Development,10,3,0,5,Research Scientist,132450,1,23,1,9,3,9,0,7,3,3,2,05:45:44,231
274,32,0,2,Sales,1,3,0,2,Sales Executive,136640,3,14,0,10,6,7,7,7,3,NA,3,06:59:25,230
275,47,0,2,Research & Development,2,3,1,5,Sales Executive,50210,2,17,0,20,3,7,1,7,4,3,3,05:56:43,231
276,40,0,3,Research & Development,3,4,1,3,Human Resources,51260,5,18,0,20,2,18,1,12,4,3,3,07:59:20,242
277,53,0,2,Research & Development,7,1,0,2,Laboratory Technician,28590,3,18,1,32,2,5,1,3,3,3,3,05:57:13,230
278,41,0,2,Sales,6,3,0,1,Sales Executive,102390,3,24,3,23,3,21,12,6,2,2,3,06:42:22,227
279,60,0,2,Research & Development,8,2,1,5,Laboratory Technician,53290,8,20,0,10,3,2,2,2,1,3,4,06:00:04,237
280,27,0,3,Research & Development,29,1,0,2,Manufacturing Director,43250,1,14,0,9,2,9,1,7,4,2,2,06:40:12,237
281,41,0,2,Research & Development,3,3,0,1,Manufacturing Director,72600,1,16,0,22,2,22,2,10,4,3,3,05:30:23,233
282,50,0,2,Sales,9,3,0,2,Research Scientist,23220,7,25,1,4,0,2,2,2,4,3,4,06:25:28,227
283,28,1,2,Sales,2,4,0,3,Research Scientist,20750,7,18,3,10,0,7,3,7,1,3,2,07:06:20,229
284,36,0,1,Research & Development,10,4,1,2,Research Scientist,41520,9,19,1,10,3,8,0,5,1,3,3,05:29:23,238
285,38,0,2,Research & Development,1,3,1,3,Manager,96190,4,13,1,10,2,1,0,0,3,4,3,08:36:38,229
286,44,0,1,Research & Development,8,2,0,1,Research Scientist,135030,2,12,0,9,6,5,1,4,1,3,2,05:38:24,241
287,47,0,3,Research & Development,27,3,0,1,Research Scientist,54410,9,22,1,28,6,22,11,13,4,2,2,07:17:14,229
288,30,0,2,Research & Development,8,3,0,2,Sales Executive,52090,7,14,1,10,3,8,7,7,3,2,3,06:42:51,233
289,29,0,2,Research & Development,1,2,1,1,Sales Executive,106730,1,13,3,1,2,1,0,0,3,3,3,05:57:54,243
290,42,1,3,Research & Development,10,1,1,1,Sales Executive,50100,6,21,3,7,3,2,2,2,3,3,3,09:09:44,239
291,43,0,3,Research & Development,26,1,0,1,Laboratory Technician,135490,3,11,2,7,3,2,2,2,4,3,3,06:25:05,236
292,34,0,2,Research & Development,2,5,0,2,Healthcare Representative,49990,3,12,2,10,2,5,4,3,2,3,4,05:57:57,243
293,23,0,2,Sales,13,3,0,5,Sales Executive,42210,1,11,1,5,4,4,0,2,2,4,3,06:54:23,231
294,39,0,2,Sales,2,4,1,4,Healthcare Representative,138720,9,12,3,12,3,8,3,6,3,1,2,05:48:48,241
295,56,0,2,Research & Development,2,4,0,1,Manager,20420,7,12,0,30,6,10,1,1,3,2,3,06:22:14,233
296,40,0,2,Sales,9,3,0,2,Research Scientist,20730,0,14,0,5,3,4,2,3,4,2,3,07:53:17,234
297,27,0,2,Research & Development,10,3,1,1,Laboratory Technician,29560,8,13,0,9,6,7,0,7,4,1,3,07:00:44,244
298,29,0,2,Sales,20,3,1,2,Manager,29260,1,15,1,2,3,2,2,2,4,3,2,06:12:54,229
299,53,0,2,Research & Development,9,3,1,3,Laboratory Technician,48090,2,18,0,19,2,2,2,2,4,3,3,05:27:33,227
300,35,0,1,Research & Development,5,1,0,1,Healthcare Representative,51630,2,18,2,16,4,1,0,0,4,4,3,06:16:57,231
301,32,0,3,Sales,4,4,0,2,Sales Executive,188440,1,19,0,10,3,10,4,7,NA,3,1,06:47:19,227
302,38,0,2,Sales,10,3,0,4,Laboratory Technician,181720,6,12,2,6,5,1,0,1,4,1,3,09:54:01,237
303,34,0,2,Research & Development,20,3,1,3,Laboratory Technician,57440,3,19,1,7,4,0,0,0,2,3,2,05:38:48,238
304,52,0,2,Sales,21,5,0,3,Manager,28890,1,11,1,34,2,34,1,16,3,4,3,05:16:58,230
305,33,1,2,Research & Development,1,2,0,3,Laboratory Technician,28710,1,17,3,10,2,10,7,8,4,2,3,09:09:52,238
306,25,0,2,Research & Development,8,3,0,2,Research Scientist,74840,1,15,0,6,3,6,1,4,3,2,3,06:49:30,232
307,45,0,2,Sales,2,3,0,3,Healthcare Representative,60740,0,14,0,9,2,8,3,1,2,3,3,05:23:00,235
308,23,0,2,Research & Development,23,1,1,2,Research Scientist,173280,1,17,1,2,2,2,0,2,1,3,1,07:05:31,232
309,47,1,3,Research & Development,4,3,0,1,Research Director,27740,4,13,1,NA,2,5,1,3,2,3,3,08:53:47,232
310,34,0,2,Research & Development,12,3,0,1,Research Scientist,45050,1,12,0,6,3,6,1,4,4,3,3,07:16:35,244
311,55,1,2,Human Resources,7,3,0,4,Laboratory Technician,74280,5,12,0,24,2,5,1,4,4,3,3,07:18:22,239
312,36,0,1,Research & Development,7,2,0,5,Sales Executive,116310,1,18,1,10,2,10,0,9,1,3,1,06:34:51,232
313,52,0,1,Research & Development,1,4,0,5,Sales Executive,97380,0,18,2,5,2,4,1,2,4,3,3,06:41:16,242
314,26,0,3,Research & Development,2,2,0,1,Manufacturing Director,28350,3,11,1,5,2,2,2,0,1,3,3,06:17:41,232
315,29,0,2,Research & Development,10,2,0,3,Manufacturing Director,169590,4,14,3,11,5,8,1,1,2,2,3,05:47:14,240
316,26,1,2,Research & Development,15,2,0,2,Laboratory Technician,26130,6,19,1,6,2,4,1,2,4,2,3,05:27:25,230
317,34,0,2,Research & Development,14,4,0,2,Manufacturing Director,61460,2,12,0,10,3,4,1,3,2,3,3,05:40:47,239
318,54,0,2,Research & Development,18,4,1,2,Laboratory Technician,49630,9,15,1,9,2,5,1,4,4,3,3,08:19:46,244
319,27,0,3,Research & Development,13,2,1,4,Research Scientist,195370,0,12,0,5,5,4,1,1,3,3,3,06:12:36,238
320,37,0,2,Sales,2,4,0,2,Manufacturing Director,61720,0,11,0,6,1,5,4,3,4,2,3,08:48:11,243
321,38,0,3,Sales,2,4,1,2,Research Scientist,23680,6,11,1,17,3,15,4,12,1,3,3,10:01:25,242
322,34,0,2,Sales,2,3,0,1,Sales Representative,103120,1,12,0,6,2,6,1,3,3,3,3,06:07:42,231
323,35,0,2,Research & Development,5,4,0,3,Manager,16750,1,16,0,3,6,3,0,2,1,2,2,07:17:29,244
324,30,0,2,Research & Development,20,3,0,1,Laboratory Technician,25230,3,13,1,7,2,2,0,2,4,3,3,06:15:44,228
325,40,0,3,Research & Development,10,4,0,2,Manufacturing Director,65670,1,13,1,8,3,8,3,7,3,3,4,06:00:29,243
326,34,0,2,Research & Development,10,3,0,3,Healthcare Representative,47390,5,24,2,6,2,3,1,2,3,3,3,06:57:47,229
327,42,0,3,Research & Development,9,4,0,1,Manufacturing Director,92080,1,15,1,24,2,24,14,9,2,2,4,07:15:12,242
328,23,1,2,Sales,2,3,1,4,Manufacturing Director,45590,1,18,1,1,2,0,0,0,3,3,2,07:14:30,237
329,24,0,1,Sales,1,5,1,1,Manufacturing Director,81890,1,14,1,1,3,1,0,0,3,3,3,06:17:35,241
330,52,0,2,Research & Development,29,3,0,2,Manufacturing Director,29420,8,11,1,9,1,5,1,4,4,3,2,05:30:54,237
331,50,0,2,Research & Development,8,4,0,2,Sales Executive,49410,5,11,1,30,3,4,0,3,3,3,1,05:47:46,236
332,29,1,2,Sales,2,4,1,4,Research Scientist,106500,1,13,2,1,2,1,0,0,2,3,4,10:09:46,248
333,33,0,2,Research & Development,3,4,0,4,Manufacturing Director,59020,0,12,1,14,2,13,3,7,3,4,3,06:27:00,241
334,33,1,2,Research & Development,23,5,0,1,Human Resources,86390,5,16,2,6,3,3,0,2,1,3,2,07:24:20,242
335,47,0,2,Research & Development,6,4,0,2,Manager,63470,1,14,0,26,2,26,3,0,3,2,4,08:37:57,238
336,36,0,2,Sales,6,3,1,2,Sales Executive,42000,0,22,0,10,3,9,0,5,3,3,3,06:44:24,228
337,29,0,2,Research & Development,10,3,0,1,Research Scientist,34520,1,11,0,10,3,10,0,7,3,3,2,06:53:50,233
338,58,1,2,Research & Development,24,3,1,2,Research Scientist,43170,7,17,0,40,2,31,13,8,4,3,3,07:54:28,232
339,35,0,2,Sales,10,4,1,1,Research Scientist,26320,3,13,3,7,3,2,2,2,4,3,4,07:03:57,237
340,42,0,2,Sales,15,1,0,2,Laboratory Technician,46680,9,18,2,8,2,4,0,2,4,3,3,09:18:31,232
341,28,1,2,Research & Development,19,4,1,2,Sales Executive,32040,6,16,1,5,4,2,2,1,3,2,2,05:27:58,230
342,36,0,2,Research & Development,2,3,0,2,Healthcare Representative,27200,4,14,1,8,3,5,0,4,3,3,3,05:47:01,228
343,32,0,2,Research & Development,3,1,0,2,Manufacturing Director,171810,1,14,0,14,2,14,6,8,3,3,2,07:04:27,231
344,40,0,3,Sales,9,3,0,3,Manufacturing Director,22380,NA,14,0,10,3,1,0,0,1,3,3,06:07:14,232
345,30,0,2,Research & Development,7,3,0,2,Research Director,14830,5,13,0,12,3,0,0,0,3,2,3,08:48:11,245
346,45,0,2,Research & Development,10,4,0,1,Research Director,56050,1,12,2,1,2,1,0,0,2,3,3,05:51:31,231
347,42,0,2,Research & Development,20,2,0,2,Sales Representative,72950,1,15,0,10,3,9,7,8,2,2,3,07:03:32,243
348,38,0,3,Sales,4,3,0,2,Research Scientist,23060,2,19,1,13,5,4,1,2,1,2,3,07:02:32,242
349,34,0,3,Research & Development,7,4,0,3,Laboratory Technician,23480,1,14,1,6,3,5,1,3,3,3,3,06:11:20,235
350,49,1,2,Sales,7,2,1,2,Healthcare Representative,89980,1,14,2,9,2,9,7,7,3,4,4,05:33:52,231
351,55,1,2,Human Resources,16,3,0,4,Manufacturing Director,43190,4,11,0,12,3,9,7,3,3,2,4,05:34:13,228
352,43,0,2,Research & Development,25,2,0,2,Healthcare Representative,61320,6,13,0,22,3,4,1,0,2,3,2,06:29:29,231
353,27,0,2,Sales,2,4,0,2,Manager,33460,1,21,1,9,2,9,0,8,3,3,2,09:24:30,234
354,35,0,2,Research & Development,1,3,0,1,Research Director,108550,3,13,1,17,2,8,1,6,3,4,3,06:22:42,238
355,28,0,2,Sales,1,2,1,1,Sales Executive,22310,1,12,0,8,3,8,7,5,2,3,2,09:15:50,244
356,34,0,2,Sales,2,5,0,4,Research Scientist,23230,0,17,0,4,2,3,0,2,3,1,3,06:23:26,242
357,26,1,3,Research & Development,22,4,1,1,Sales Executive,20240,1,23,0,8,2,8,1,7,3,3,3,07:02:54,230
358,27,0,1,Sales,1,3,1,1,Sales Executive,27130,1,11,0,0,2,0,0,0,4,2,3,06:51:47,245
359,51,0,2,Sales,16,3,0,3,Research Scientist,94390,2,15,3,29,0,20,4,17,1,2,3,05:24:43,231
360,44,0,2,Sales,24,5,1,1,Sales Executive,25660,9,11,1,10,3,5,2,3,4,2,3,05:47:08,239
361,25,0,2,Research & Development,17,3,0,1,Laboratory Technician,199260,7,11,3,6,5,4,0,1,1,2,4,05:51:04,238
362,33,0,2,Research & Development,8,4,0,3,Laboratory Technician,24510,1,13,1,9,3,9,0,8,1,3,2,05:33:30,241
363,35,0,2,Sales,6,4,1,2,Manager,94190,1,24,1,6,5,6,1,1,3,2,2,06:06:35,231
364,36,0,2,Sales,10,4,0,3,Manager,86860,1,13,0,18,2,18,4,11,2,2,3,08:44:15,235
365,32,0,2,Research & Development,3,4,1,4,Sales Executive,30380,2,20,0,8,3,5,0,3,2,2,3,06:59:01,234
366,30,0,3,Research & Development,4,5,0,5,Sales Representative,30580,9,14,1,10,2,5,0,3,2,2,3,05:39:02,230
367,53,0,2,Sales,6,3,0,4,Sales Executive,23250,7,18,1,35,1,5,0,4,1,3,4,09:45:15,245
368,45,0,2,Research & Development,1,5,0,2,Healthcare Representative,20880,4,15,3,18,2,5,0,2,4,3,3,07:44:25,237
369,32,0,2,Sales,10,3,1,1,Human Resources,30720,5,12,0,9,4,5,1,3,3,2,1,06:06:26,242
370,52,0,3,Research & Development,1,1,0,2,Laboratory Technician,50060,3,16,1,31,2,9,0,0,3,3,3,06:48:06,234
371,37,0,2,Sales,24,2,1,4,Laboratory Technician,42570,4,15,0,9,2,1,0,0,4,3,3,05:38:12,241
372,28,0,2,Research & Development,21,4,1,1,Healthcare Representative,25000,1,16,2,6,3,5,0,4,2,3,3,05:28:19,227
373,22,0,2,Research & Development,2,2,0,1,Sales Representative,11020,6,19,0,4,3,2,2,2,4,1,2,05:45:43,232
374,44,0,2,Research & Development,22,3,1,1,Laboratory Technician,104530,2,11,1,10,2,3,0,2,1,2,3,10:08:31,241
375,42,0,3,Sales,13,4,1,2,Laboratory Technician,22880,5,16,1,8,4,2,2,2,2,3,2,07:03:27,230
376,36,0,2,Research & Development,14,3,0,2,Research Scientist,39290,0,24,0,6,6,5,0,3,1,3,2,07:02:19,242
377,25,0,2,Sales,11,3,1,1,Laboratory Technician,23110,1,11,1,5,2,5,0,3,3,3,3,09:41:30,243
378,35,0,2,Research & Development,9,2,1,1,Healthcare Representative,31400,1,13,1,17,2,17,5,15,4,3,2,07:43:01,229
379,35,1,3,Sales,8,2,1,1,Laboratory Technician,36900,1,13,1,10,2,10,7,8,4,2,4,08:51:04,231
380,32,0,1,Research & Development,21,3,0,1,Sales Executive,44500,0,13,0,4,3,3,0,2,4,3,3,06:55:08,229
381,25,0,2,Sales,5,3,1,4,Research Scientist,27560,1,12,2,5,2,5,0,3,3,4,3,07:04:42,237
382,49,0,2,Sales,9,3,1,2,Sales Representative,190330,2,18,1,7,5,4,0,2,3,3,3,06:53:50,241
383,24,0,1,Research & Development,2,5,0,2,Healthcare Representative,187220,0,22,1,6,3,5,3,4,1,2,3,06:39:47,230
384,32,0,3,Research & Development,12,5,0,1,Research Scientist,95470,1,13,1,10,3,10,5,3,2,3,2,06:08:09,235
385,38,0,2,Sales,22,2,0,1,Sales Executive,137340,0,13,0,3,3,2,1,2,2,3,4,06:19:06,236
386,42,0,2,Research & Development,18,1,1,2,Research Scientist,199990,2,23,1,17,6,5,1,3,3,2,3,08:48:16,239
387,31,0,2,Research & Development,16,3,1,3,Sales Executive,22790,3,12,1,8,3,6,0,2,4,3,3,09:17:09,240
388,29,1,2,Sales,3,3,0,3,Laboratory Technician,59160,6,12,0,5,2,3,0,2,2,3,3,08:42:38,242
389,53,0,2,Research & Development,9,3,0,1,Sales Representative,20890,5,16,0,28,2,2,2,2,1,3,2,05:40:59,233
390,35,0,2,Research & Development,1,3,0,3,Healthcare Representative,167920,3,12,1,16,3,13,4,8,4,3,4,06:25:28,236
391,37,0,3,Research & Development,13,4,1,3,Human Resources,35640,5,11,0,10,1,5,0,0,3,3,1,06:40:15,235
392,53,0,2,Research & Development,1,1,0,1,Sales Executive,44250,6,22,1,33,2,12,3,8,4,3,4,06:14:06,244
393,43,0,3,Research & Development,1,3,0,1,Laboratory Technician,52650,4,11,1,12,4,5,2,2,4,2,3,06:48:03,234
394,47,0,2,Sales,15,4,1,3,Research Director,65530,0,15,0,8,2,7,7,7,3,3,3,09:59:14,244
395,37,0,1,Research & Development,1,5,1,2,Research Scientist,62610,1,12,0,10,1,10,0,9,1,3,3,07:32:42,237
396,50,0,1,Research & Development,17,3,1,1,Laboratory Technician,42980,1,20,1,31,6,31,14,7,1,3,3,05:46:36,228
397,39,0,2,Research & Development,1,3,1,3,Human Resources,68040,8,14,1,13,3,5,0,4,4,3,2,06:27:39,245
398,33,0,2,Sales,7,3,0,2,Manufacturing Director,38150,3,11,1,7,3,4,0,3,4,4,3,08:28:42,235
399,32,1,2,Research & Development,9,1,1,1,Laboratory Technician,27410,1,15,1,1,5,1,0,1,1,1,2,09:29:14,247
400,29,0,2,Research & Development,5,4,1,4,Healthcare Representative,66730,6,12,1,8,2,4,0,3,1,3,4,05:51:32,237
401,44,0,2,Research & Development,26,2,0,2,Manufacturing Director,76390,1,14,0,8,6,8,7,1,2,3,3,08:57:01,239
402,28,0,2,Sales,24,5,1,1,Research Scientist,23280,1,11,2,4,3,4,0,2,1,3,3,05:34:52,227
403,58,1,3,Sales,9,2,0,1,Sales Executive,21530,9,11,0,3,3,1,0,0,4,2,3,09:48:59,244
404,43,0,2,Sales,7,4,0,2,Sales Executive,48760,4,16,2,4,4,1,0,0,1,4,3,06:04:26,241
405,20,1,2,Research & Development,11,3,0,2,Sales Executive,93960,1,12,0,2,6,2,0,2,3,2,1,06:22:13,234
406,21,1,2,Research & Development,1,3,0,2,Sales Executive,104000,1,13,1,1,2,1,0,0,NA,2,3,07:23:42,245
407,36,0,2,Research & Development,26,4,0,1,Laboratory Technician,84740,0,14,0,17,3,16,4,11,3,2,3,09:37:37,244
408,47,0,2,Research & Development,2,3,0,2,Manufacturing Director,99810,1,21,1,3,3,3,1,2,4,2,3,07:42:19,237
409,22,1,2,Research & Development,15,4,1,1,Laboratory Technician,124900,0,13,0,4,3,3,0,2,2,4,3,09:03:04,241
410,41,1,2,Research & Development,23,3,1,2,Sales Executive,26570,4,11,0,10,3,7,1,0,2,2,4,09:12:50,231
411,28,0,2,Research & Development,10,3,1,3,Manager,135910,5,20,1,6,2,2,2,2,3,3,3,06:56:31,236
412,39,1,2,Research & Development,10,4,1,4,Human Resources,66960,7,11,0,8,3,2,2,2,4,1,3,09:46:02,239
413,27,0,2,Research & Development,1,3,0,1,Research Scientist,20580,1,14,1,1,5,1,0,0,2,3,3,07:02:00,239
414,34,0,2,Research & Development,12,2,0,2,Human Resources,88650,1,11,1,1,0,1,1,0,2,3,3,07:16:43,246
415,42,0,2,Sales,11,1,0,2,Human Resources,59400,7,16,0,10,2,5,0,3,3,3,2,06:00:31,228
416,33,0,2,Sales,2,3,1,1,Sales Executive,59140,3,16,1,6,4,3,0,2,3,3,3,09:37:07,238
417,58,0,2,Research & Development,2,4,0,1,Research Scientist,26220,2,23,0,24,3,6,0,4,3,3,3,07:37:08,239
418,31,0,2,Sales,1,3,1,1,Sales Representative,121850,3,14,0,13,2,7,5,2,2,4,3,05:39:44,243
419,35,0,2,Research & Development,2,1,0,3,Healthcare Representative,106090,1,22,0,10,3,10,0,7,4,1,3,09:27:57,238
420,49,0,2,Research & Development,25,2,1,2,Sales Executive,43450,4,15,0,29,3,26,1,7,1,2,2,06:12:54,232
421,48,0,2,Research & Development,1,4,0,1,Research Scientist,21770,4,18,0,13,4,0,0,0,4,2,3,06:08:03,239
422,31,0,1,Research & Development,1,2,1,2,Sales Executive,27930,1,16,0,9,4,9,0,0,4,2,3,06:37:19,244
423,36,0,2,Human Resources,2,4,0,1,Sales Executive,79180,2,12,2,8,3,6,0,1,2,3,2,05:57:19,239
424,38,0,2,Sales,6,3,0,2,Sales Executive,87890,1,11,3,15,4,15,5,11,4,3,3,06:37:15,244
425,32,0,1,Sales,18,3,0,1,Laboratory Technician,23890,6,12,1,5,4,3,0,2,3,3,2,06:34:02,242
426,25,1,2,Research & Development,1,2,0,1,Sales Executive,32120,1,15,1,1,3,1,0,0,3,3,2,07:56:51,233
427,40,0,2,Research & Development,1,4,0,2,Research Scientist,192320,2,14,1,11,3,1,0,0,1,2,3,05:15:10,226
428,26,0,3,Sales,11,3,0,2,Healthcare Representative,22670,1,19,3,7,2,7,0,7,3,3,2,07:03:29,241
429,41,0,2,Research & Development,1,4,0,1,Research Scientist,195170,2,13,0,20,5,18,2,17,4,3,3,09:33:52,233
430,36,0,2,Research & Development,9,3,1,2,Healthcare Representative,24360,4,13,0,16,3,11,3,9,3,3,1,06:28:16,238
431,19,1,2,Research & Development,15,3,0,2,Research Scientist,160640,1,15,1,1,3,1,0,0,4,4,3,09:48:06,241
432,20,1,2,Research & Development,29,3,1,3,Laboratory Technician,27070,1,11,0,1,2,1,0,0,1,3,3,05:38:27,242
433,31,0,2,Research & Development,1,4,0,4,Research Director,190680,0,12,0,10,1,9,8,5,4,1,3,07:22:20,231
434,40,0,3,Sales,1,3,0,1,Research Scientist,39310,8,19,0,3,2,1,0,0,4,3,2,07:38:30,245
435,32,0,2,Research & Development,24,3,0,4,Laboratory Technician,37300,1,25,1,8,4,8,6,3,3,4,3,07:06:26,235
436,36,1,2,Research & Development,10,3,0,3,Sales Executive,22320,1,12,1,16,2,16,3,7,3,3,3,08:54:15,237
437,33,0,2,Research & Development,1,4,1,4,Manufacturing Director,44650,0,13,0,6,3,5,1,4,2,3,3,05:37:31,244
438,37,1,2,Sales,10,4,1,3,Human Resources,30720,5,14,0,17,3,14,11,7,1,1,2,05:26:00,226
439,45,0,1,Research & Development,8,1,0,2,Sales Executive,33190,1,12,1,9,3,9,0,8,3,2,3,05:43:44,237
440,29,0,3,Research & Development,29,1,0,1,Sales Representative,192020,1,12,0,3,5,3,0,2,3,3,3,06:41:08,229
441,35,0,2,Human Resources,1,3,0,3,Laboratory Technician,136750,1,15,3,5,5,5,1,0,3,3,2,05:47:06,237
